,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANNUAL REGULAR INCOME AND DEPENDENCIES,,,,,,,,,,,,,,,,,,,,,,,,,,,
by LGU,,,,,,,,,,,,,,,,,,,,,,,,,,,
FY 2019 (Final),,,,,,,,,,,,,,,,,,,,,,,,,,,
In Php Million,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION,PROVINCE,LGU NAME,LGU TYPE,INCOME CLASS,LOCALLY SOURCED REVENUE (LSR),,,,,,,,,INTEREST INCOME,INTERNAL REVENUE ALLOTMENT (IRA),OTHER SHARES FROM NATIONAL TAX COLLECTION,,,,,,,ANNUAL REGULAR INCOME (ARI),LSR DEPENDENCY,IRA DEPENDENCY,OTHER SHARES FROM NATIONAL TAX DEPENDENCY,
,,,,,TAX REVENUE,,,,NON-TAX REVENUE,,,,TOTAL LOCALLY - SOURCED REVENUE (LSR),,,"Share From Economic Zone 
(RA 7227)",Share From EVAT,Share From National Wealth,Share From Pagcor/PCSO/Lotto,Share From Tobacco Excise Tax (RA 7171),Others,TOTAL OTHER SHARES FROM NATIONAL TAX COLLECTION,,,,,
,,,,,"Real Property Tax 
(General Fund)",Tax On Business,Other Taxes,Total Tax Revenue,Regulatory Fees,Service/User Charges,Receipts From Economic Enterprises,Total Non-Tax Revenue,,,,,,,,,,,,,,,
,,,,,,,,,,,,,a,,b,,,,,,,c,d,e = a / d,f = b / d,g = c / d,
Region III,Nueva Ecija,Laur,Municipality,3rd,1.46,1.16,0.26,2.88,1.19,0.62,6.88,8.69,11.57,0.00,139.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,151.47,7.6%,92.4%,0.0%,
Region III,Nueva Ecija,Licab,Municipality,4th,1.01,0.88,0.22,2.11,0.75,0.78,2.57,4.10,6.21,0.01,90.36,0.00,0.01,0.00,0.08,0.00,0.00,0.09,96.67,6.4%,93.5%,0.1%,
Region III,Nueva Ecija,Llanera,Municipality,4th,4.24,1.76,0.31,6.32,1.78,0.91,1.98,4.67,10.99,0.02,116.79,0.00,0.00,0.00,0.08,0.00,0.00,0.08,127.88,8.6%,91.3%,0.1%,
Region III,Nueva Ecija,Lupao,Municipality,3rd,2.28,3.06,0.47,5.81,1.96,0.69,6.26,8.91,14.72,0.04,124.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.37,10.6%,89.4%,0.0%,
Region III,Nueva Ecija,Nampicuan,Municipality,5th,0.80,0.37,0.15,1.32,0.75,0.18,9.02,9.95,11.27,0.00,66.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77.45,14.6%,85.4%,0.0%,
Region III,Nueva Ecija,Pantabangan,Municipality,1st,8.76,33.21,0.33,42.29,2.70,0.17,36.90,39.77,82.06,0.00,146.36,0.00,0.00,0.33,0.06,0.00,0.00,0.39,228.81,35.9%,64.0%,0.2%,
Region III,Nueva Ecija,Peñaranda,Municipality,4th,5.05,2.65,0.62,8.32,3.29,0.89,8.26,12.44,20.76,0.05,97.54,0.00,0.00,0.00,0.08,0.00,0.00,0.08,118.44,17.5%,82.4%,0.1%,
Region III,Nueva Ecija,Quezon,Municipality,4th,2.26,1.15,0.86,4.27,0.96,0.57,10.04,11.57,15.84,0.00,110.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,126.57,12.5%,87.5%,0.0%,
Region III,Nueva Ecija,Rizal,Municipality,2nd,3.05,5.51,1.34,9.89,4.42,2.65,9.04,16.12,26.01,0.23,157.69,0.00,0.07,0.00,0.15,0.00,0.00,0.22,184.15,14.1%,85.6%,0.1%,
Region III,Nueva Ecija,San Antonio,Municipality,1st,3.53,2.73,0.57,6.83,1.71,3.74,16.02,21.47,28.30,0.03,185.59,0.00,0.00,0.00,0.05,0.00,0.00,0.05,213.97,13.2%,86.7%,0.0%,
Region III,Nueva Ecija,San Isidro,Municipality,2nd,4.80,5.74,0.64,11.18,2.24,0.61,6.89,9.74,20.92,0.00,126.78,0.00,0.00,0.00,0.32,0.00,0.00,0.32,148.02,14.1%,85.7%,0.2%,
Region III,Nueva Ecija,San Leonardo,Municipality,1st,5.57,14.89,5.05,25.51,2.99,3.04,22.28,28.31,53.82,0.00,164.80,0.00,0.00,0.00,0.20,0.00,0.00,0.20,218.83,24.6%,75.3%,0.1%,
Region III,Nueva Ecija,Santa Rosa,Municipality,1st,10.19,13.14,0.80,24.13,5.22,2.49,13.92,21.63,45.75,0.08,170.84,0.00,0.00,0.00,0.30,0.00,0.00,0.30,216.98,21.1%,78.7%,0.1%,
Region III,Nueva Ecija,Santo Domingo,Municipality,3rd,3.80,3.30,0.77,7.87,2.59,1.47,5.14,9.21,17.08,0.01,140.15,0.00,0.00,0.00,0.31,0.00,0.00,0.31,157.55,10.8%,89.0%,0.2%,
Region III,Nueva Ecija,Talavera,Municipality,1st,18.19,31.68,2.17,52.04,16.37,5.85,13.24,35.46,87.51,0.10,260.39,0.00,0.00,0.00,0.65,0.00,0.00,0.65,348.64,25.1%,74.7%,0.2%,
Region III,Nueva Ecija,Talugtug,Municipality,4th,2.59,1.11,0.24,3.94,3.46,2.37,1.07,6.90,10.84,0.02,87.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.31,11.0%,89.0%,0.0%,
Region III,Nueva Ecija,Zaragoza,Municipality,3rd,5.05,9.22,0.74,15.01,5.78,0.87,2.59,9.24,24.25,0.04,125.69,0.00,0.00,0.00,0.30,0.00,0.00,0.30,150.28,16.1%,83.6%,0.2%,
Region III,Pampanga,Apalit,Municipality,1st,5.88,33.01,1.04,39.93,11.05,4.88,6.92,22.85,62.78,0.03,219.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,282.60,22.2%,77.8%,0.0%,
Region III,Pampanga,Arayat,Municipality,1st,2.28,12.94,2.19,17.41,2.36,4.90,4.62,11.88,29.30,0.09,273.51,0.00,0.00,0.00,0.27,0.00,0.00,0.27,303.17,9.7%,90.2%,0.1%,
Region III,Pampanga,Bacolor,Municipality,3rd,6.60,31.00,1.63,39.23,33.23,2.11,4.16,39.49,78.72,0.37,109.40,2.98,0.00,0.00,0.20,0.00,0.00,3.18,191.66,41.1%,57.1%,1.7%,
Region III,Pampanga,Candaba,Municipality,1st,0.81,4.63,0.82,6.27,1.63,5.59,4.63,11.86,18.13,0.07,244.54,0.00,0.00,0.00,0.27,0.00,0.00,0.27,263.01,6.9%,93.0%,0.1%,
Region III,Pampanga,Floridablanca,Municipality,1st,2.80,25.90,2.04,30.74,10.36,18.45,9.40,38.21,68.95,0.00,266.60,0.00,0.00,0.00,0.44,0.00,0.00,0.44,335.99,20.5%,79.3%,0.1%,
Region III,Pampanga,Guagua,Municipality,1st,4.67,36.96,1.30,42.93,17.94,3.81,14.06,35.82,78.75,0.06,230.31,0.00,0.00,0.00,0.75,0.00,0.00,0.75,309.87,25.4%,74.3%,0.2%,
Region III,Pampanga,Lubao,Municipality,1st,5.08,24.35,1.65,31.07,11.82,8.55,3.15,23.52,54.59,0.21,321.73,0.00,0.00,0.00,0.40,0.00,0.00,0.40,376.93,14.5%,85.4%,0.1%,
Region III,Pampanga,Macabebe,Municipality,1st,2.62,5.48,0.73,8.84,4.46,1.01,4.77,10.24,19.07,0.00,174.41,0.00,0.00,0.00,0.15,0.00,0.00,0.15,193.63,9.9%,90.1%,0.1%,
Region III,Pampanga,Magalang,Municipality,1st,4.29,25.68,3.74,33.71,12.03,5.60,9.04,26.67,60.38,0.13,234.14,0.00,0.00,0.00,0.38,0.00,0.00,0.38,295.02,20.5%,79.4%,0.1%,
Region III,Pampanga,Masantol,Municipality,2nd,1.38,4.66,2.41,8.45,1.55,0.64,3.78,5.98,14.43,0.04,134.35,0.00,0.00,0.00,0.14,0.00,0.00,0.14,148.96,9.7%,90.2%,0.1%,
Region III,Pampanga,Mexico,Municipality,1st,12.24,114.37,3.26,129.87,20.52,5.80,65.42,91.74,221.61,0.34,305.28,1.08,0.00,0.00,0.44,0.00,0.00,1.52,528.76,41.9%,57.7%,0.3%,
Region III,Pampanga,Minalin,Municipality,4th,1.49,8.54,0.29,10.31,1.14,0.29,0.77,2.19,12.51,0.00,119.06,0.00,0.00,0.00,0.06,0.00,0.00,0.06,131.63,9.5%,90.5%,0.0%,
Region III,Pampanga,Porac,Municipality,1st,6.54,48.34,2.13,57.01,14.18,44.95,2.04,61.18,118.19,0.23,288.01,2.15,0.00,0.00,0.00,0.00,0.00,2.15,408.58,28.9%,70.5%,0.5%,
Region III,Pampanga,San Luis,Municipality,3rd,0.66,3.04,0.44,4.13,2.17,1.09,1.89,5.15,9.28,0.07,130.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.27,6.6%,93.3%,0.0%,
Region III,Pampanga,San Simon,Municipality,4th,4.28,52.89,1.60,58.77,26.26,12.22,3.40,41.88,100.65,0.00,129.52,0.00,0.00,0.00,0.53,0.00,0.00,0.53,230.70,43.6%,56.1%,0.2%,
Region III,Pampanga,Santa Ana,Municipality,3rd,1.04,8.10,0.55,9.69,2.63,0.81,1.93,5.37,15.06,0.00,129.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144.95,10.4%,89.6%,0.0%,
Region III,Pampanga,Santa Rita,Municipality,4th,1.00,3.86,0.32,5.18,1.78,1.98,1.55,5.31,10.50,0.06,105.01,0.00,0.01,0.00,0.00,0.00,0.00,0.01,115.58,9.1%,90.9%,0.0%,
Region III,Pampanga,Santo Tomas,Municipality,4th,1.81,9.01,0.55,11.36,2.91,1.20,0.67,4.78,16.15,0.09,102.80,0.00,0.00,0.00,0.19,0.00,0.00,0.19,119.23,13.5%,86.2%,0.2%,
Region III,Pampanga,Sasmuan,Municipality,4th,0.87,1.14,0.31,2.32,0.80,0.13,0.55,1.48,3.80,0.01,93.95,0.00,0.00,0.00,0.11,0.00,0.00,0.11,97.87,3.9%,96.0%,0.1%,
Region III,Tarlac,Anao,Municipality,5th,0.57,1.13,0.22,1.92,0.87,0.29,10.65,11.81,13.72,0.03,55.87,0.00,0.00,0.00,0.06,0.00,0.00,0.06,69.68,19.7%,80.2%,0.1%,
Region III,Tarlac,Bamban,Municipality,2nd,2.44,14.09,1.31,17.83,4.14,1.72,4.96,10.82,28.65,0.03,188.02,0.00,0.00,0.00,0.28,0.00,0.00,0.28,216.98,13.2%,86.7%,0.1%,
Region III,Tarlac,Camiling,Municipality,1st,3.63,18.52,1.54,23.69,7.36,3.42,22.86,33.65,57.33,0.52,192.31,0.00,0.00,0.00,0.47,0.00,0.00,0.47,250.63,22.9%,76.7%,0.2%,
Region III,Tarlac,Capas,Municipality,1st,8.03,57.01,1.99,67.03,11.47,15.67,56.84,83.98,151.01,0.12,324.11,3.28,0.00,0.00,0.41,0.00,0.00,3.69,478.94,31.5%,67.7%,0.8%,
Region III,Tarlac,Concepcion,Municipality,1st,7.40,38.06,3.36,48.82,8.63,1.87,8.51,19.01,67.83,0.33,325.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,393.30,17.2%,82.7%,0.0%,
Region III,Tarlac,Gerona,Municipality,1st,6.47,29.35,1.81,37.62,9.40,2.00,10.41,21.81,59.43,0.25,197.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,257.08,23.1%,76.8%,0.0%,
Region III,Tarlac,La Paz,Municipality,2nd,1.25,7.37,1.04,9.66,2.85,0.99,8.44,12.28,21.93,0.00,156.55,0.00,0.00,0.00,0.24,0.00,0.00,0.24,178.73,12.3%,87.6%,0.1%,
Region III,Tarlac,Mayantoc,Municipality,3rd,1.08,6.07,0.43,7.58,3.05,1.66,5.95,10.66,18.24,0.07,136.84,0.00,0.00,0.00,0.09,0.00,0.00,0.09,155.23,11.7%,88.2%,0.1%,
Region III,Tarlac,Moncada,Municipality,1st,1.07,2.31,1.20,4.58,8.07,3.51,20.94,32.52,37.10,0.33,141.68,0.00,0.00,0.00,0.00,0.04,0.00,0.04,179.15,20.7%,79.1%,0.0%,
Region III,Tarlac,Paniqui,Municipality,1st,3.82,36.45,6.12,46.39,1.82,15.62,7.47,24.91,71.30,0.93,201.82,0.00,0.00,0.00,0.54,0.00,0.00,0.54,274.59,26.0%,73.5%,0.2%,
Region III,Tarlac,Pura,Municipality,4th,1.17,2.53,0.36,4.06,1.89,0.65,13.89,16.44,20.50,0.07,76.97,0.00,0.00,0.00,0.09,0.00,0.00,0.09,97.63,21.0%,78.8%,0.1%,
Region III,Tarlac,Ramos,Municipality,5th,0.46,1.18,0.33,1.97,1.46,0.64,4.52,6.62,8.60,0.03,72.02,0.00,0.00,0.00,0.09,0.00,0.00,0.09,80.74,10.6%,89.2%,0.1%,
Region III,Tarlac,San Clemente,Municipality,5th,0.55,1.04,0.46,2.05,0.97,0.51,0.30,1.77,3.83,0.06,61.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.83,5.8%,94.1%,0.0%,
Region III,Tarlac,San Jose,Municipality,3rd,1.30,3.76,0.63,5.69,2.90,0.96,0.30,4.16,9.85,0.12,137.59,0.00,0.00,0.00,0.03,0.00,0.00,0.03,147.59,6.7%,93.2%,0.0%,
Region III,Tarlac,San Manuel,Municipality,4th,0.68,5.76,1.06,7.51,1.19,0.65,15.56,17.40,24.91,0.00,81.72,0.00,0.00,0.00,0.00,27.45,0.00,27.45,134.09,18.6%,60.9%,20.5%,
Region III,Tarlac,Santa Ignacia,Municipality,2nd,1.72,7.20,1.00,9.91,4.25,1.57,6.54,12.35,22.26,0.08,134.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,157.13,14.2%,85.8%,0.0%,
Region III,Tarlac,Victoria,Municipality,2nd,0.98,10.42,1.29,12.68,4.47,2.78,10.02,17.26,29.95,0.15,155.60,0.00,0.00,0.00,0.31,0.00,0.00,0.31,186.01,16.1%,83.7%,0.2%,
Region III,Zambales,Botolan,Municipality,1st,2.15,7.22,0.80,10.17,3.34,3.82,4.91,12.07,22.24,0.00,247.95,0.00,0.00,0.00,0.21,0.00,0.00,0.21,270.39,8.2%,91.7%,0.1%,
Region III,Zambales,Cabangan,Municipality,4th,1.57,2.50,0.41,4.48,2.30,0.24,1.60,4.13,8.62,0.11,102.98,0.00,0.00,0.00,0.11,0.00,0.00,0.11,111.81,7.7%,92.1%,0.1%,
Region III,Zambales,Candelaria,Municipality,3rd,1.56,4.78,0.71,7.06,3.07,0.39,3.18,6.65,13.70,0.10,132.20,0.00,0.00,0.00,0.09,0.00,0.00,0.09,146.09,9.4%,90.5%,0.1%,
Region III,Zambales,Castillejos,Municipality,3rd,3.77,11.71,1.23,16.71,3.86,2.58,5.64,12.08,28.79,0.19,154.41,39.81,0.00,0.08,0.40,0.00,0.00,40.28,223.67,12.9%,69.0%,18.0%,
Region III,Zambales,Iba,Municipality,2nd,3.43,39.38,1.35,44.16,11.68,1.53,7.73,20.94,65.09,0.04,140.85,0.00,0.00,0.00,0.17,0.00,0.00,0.17,206.15,31.6%,68.3%,0.1%,
Region III,Zambales,Masinloc,Municipality,1st,66.95,159.98,8.59,235.52,8.21,1.85,7.36,17.41,252.93,0.20,165.46,0.00,0.00,0.00,0.22,0.00,0.00,0.22,418.82,60.4%,39.5%,0.1%,
Region III,Zambales,Palauig,Municipality,3rd,3.31,4.07,0.68,8.05,2.86,1.19,0.97,5.02,13.08,0.03,141.05,0.00,0.00,0.00,0.11,0.00,0.01,0.13,154.28,8.5%,91.4%,0.1%,
Region III,Zambales,San Antonio,Municipality,2nd,2.80,5.80,0.81,9.40,4.71,3.85,6.71,15.27,24.67,0.01,120.62,36.44,0.00,0.00,0.14,0.00,0.00,36.59,181.88,13.6%,66.3%,20.1%,
Region III,Zambales,San Felipe,Municipality,4th,1.33,6.44,0.25,8.02,4.16,0.89,5.27,10.32,18.34,0.02,89.30,0.00,0.00,0.00,0.14,0.00,0.00,0.14,107.81,17.0%,82.8%,0.1%,
Region III,Zambales,San Marcelino,Municipality,1st,1.43,7.54,0.60,9.57,5.78,4.41,12.67,22.85,32.43,0.84,137.38,50.97,0.00,0.00,0.08,0.00,0.00,51.05,221.70,14.6%,62.0%,23.0%,
Region III,Zambales,San Narciso,Municipality,4th,1.78,2.26,0.64,4.68,3.80,1.22,3.35,8.37,13.05,0.08,91.22,0.00,0.00,0.00,0.14,0.00,0.00,0.14,104.49,12.5%,87.3%,0.1%,
Region III,Zambales,Santa Cruz,Municipality,1st,2.99,6.81,0.92,10.73,2.11,1.44,2.09,5.64,16.36,0.22,200.05,0.00,0.00,11.00,0.23,0.00,0.00,11.23,227.85,7.2%,87.8%,4.9%,
Region III,Zambales,Subic,Municipality,1st,6.96,30.89,3.34,41.18,12.58,5.47,6.93,24.98,66.17,0.05,251.53,32.44,0.84,0.05,0.35,0.00,33.96,67.64,385.39,17.2%,65.3%,17.6%,
Region IV-A,Batangas,Agoncillo,Municipality,4th,1.43,17.40,0.75,19.58,3.58,1.21,1.95,6.75,26.33,0.10,103.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,129.97,20.3%,79.7%,0.0%,
Region IV-A,Batangas,Alitagtag,Municipality,4th,1.77,3.07,0.73,5.57,0.87,0.57,1.60,3.04,8.61,0.01,78.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.16,9.9%,90.1%,0.0%,
Region IV-A,Batangas,Balayan,Municipality,1st,12.72,31.96,1.68,46.36,14.71,7.76,30.83,53.30,99.66,0.09,199.29,0.00,0.26,0.00,0.00,0.00,0.00,0.26,299.31,33.3%,66.6%,0.1%,
Region IV-A,Batangas,Balete,Municipality,5th,0.89,1.21,0.30,2.40,1.79,1.48,0.00,3.28,5.67,0.02,74.27,0.00,0.00,0.00,0.02,0.00,0.00,0.02,79.98,7.1%,92.8%,0.0%,
Region IV-A,Batangas,Bauan,Municipality,1st,18.22,47.99,1.90,68.11,18.91,14.99,21.68,55.58,123.69,0.00,191.19,12.64,0.00,0.00,1.00,0.10,0.00,13.74,328.62,37.6%,58.2%,4.2%,
Region IV-A,Batangas,Calaca,Municipality,1st,136.02,165.14,2.35,303.51,49.49,6.00,17.71,73.21,376.71,1.97,185.78,0.00,0.00,0.00,0.03,0.00,0.00,0.03,564.50,66.7%,32.9%,0.0%,
Region IV-A,Batangas,Calatagan,Municipality,2nd,10.02,10.03,2.55,22.60,5.59,5.40,9.85,20.84,43.44,0.22,143.79,0.00,0.02,0.92,0.00,0.00,0.00,0.95,188.40,23.1%,76.3%,0.5%,
Region IV-A,Batangas,Cuenca,Municipality,4th,1.40,3.92,0.87,6.19,4.51,1.51,4.97,10.99,17.18,0.16,96.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113.59,15.1%,84.7%,0.0%,
Region IV-A,Batangas,Ibaan,Municipality,2nd,2.71,16.44,2.07,21.22,9.78,12.08,0.00,21.86,43.08,0.07,131.05,0.00,0.00,0.00,0.33,0.00,0.00,0.33,174.54,24.7%,75.1%,0.2%,
Region IV-A,Batangas,Laurel,Municipality,3rd,9.66,9.60,0.69,19.96,5.44,3.55,4.73,13.71,33.66,0.07,109.30,0.00,0.00,0.00,0.15,0.00,0.00,0.15,143.18,23.5%,76.3%,0.1%,
Region IV-A,Batangas,Lemery,Municipality,1st,13.45,40.12,2.91,56.48,16.61,8.74,15.42,40.77,97.25,0.17,203.48,0.00,0.00,0.00,0.08,0.00,0.00,0.08,300.97,32.3%,67.6%,0.0%,
Region IV-A,Batangas,Lian,Municipality,3rd,4.54,6.81,0.99,12.34,3.91,8.79,4.47,17.17,29.51,0.03,131.83,0.00,0.00,0.00,0.18,0.00,0.00,0.18,161.54,18.3%,81.6%,0.1%,
Region IV-A,Batangas,Lobo,Municipality,3rd,1.18,3.98,0.41,5.56,3.47,5.49,3.60,12.57,18.13,0.12,129.67,0.00,0.00,0.00,0.16,0.00,0.00,0.16,148.08,12.2%,87.6%,0.1%,
Region IV-A,Batangas,Mabini,Municipality,1st,19.30,42.53,1.12,62.95,15.22,3.69,2.82,21.73,84.68,0.05,115.98,0.00,0.00,0.00,0.16,0.00,0.00,0.16,200.87,42.2%,57.7%,0.1%,
Region IV-A,Batangas,Malvar,Municipality,2nd,18.71,42.48,1.73,62.91,12.28,2.21,2.39,16.88,79.79,0.40,130.56,70.29,0.00,0.00,0.00,0.00,0.00,70.29,281.04,28.4%,46.5%,25.0%,
Region IV-A,Batangas,Mataasnakahoy,Municipality,4th,1.78,7.70,0.47,9.95,3.87,2.21,0.26,6.34,16.28,0.13,84.47,0.00,0.00,0.00,0.26,0.00,0.00,0.26,101.14,16.1%,83.5%,0.3%,
Region IV-A,Batangas,Nasugbu,Municipality,1st,37.06,48.53,2.01,87.60,14.87,18.62,14.29,47.78,135.38,0.14,298.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,433.63,31.2%,68.7%,0.0%,
Region IV-A,Batangas,Padre Garcia,Municipality,2nd,2.62,18.48,4.86,25.97,8.98,6.27,40.27,55.52,81.49,0.09,118.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.49,40.6%,59.3%,0.0%,
Region IV-A,Batangas,Rosario,Municipality,1st,12.32,31.70,2.74,46.77,21.88,6.20,14.06,42.13,88.90,0.42,261.28,0.00,0.00,0.00,0.64,0.00,0.02,0.66,351.26,25.3%,74.4%,0.2%,
Region IV-A,Batangas,San Jose,Municipality,1st,5.41,38.67,2.24,46.32,18.54,2.52,13.84,34.90,81.22,1.92,167.75,0.00,0.00,0.00,0.15,0.00,0.00,0.15,251.03,32.4%,66.8%,0.1%,
Region IV-A,Batangas,San Juan,Municipality,1st,8.75,33.95,2.55,45.25,13.51,13.46,13.92,40.89,86.13,0.13,255.52,0.00,0.00,0.00,0.10,0.00,0.00,0.10,341.89,25.2%,74.7%,0.0%,
Region IV-A,Batangas,San Luis,Municipality,4th,1.00,3.92,1.15,6.07,2.28,1.68,1.48,5.44,11.51,0.07,94.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.88,10.9%,89.1%,0.0%,
Region IV-A,Batangas,San Nicolas,Municipality,5th,0.36,6.31,4.96,11.62,2.79,2.02,4.33,9.14,20.76,0.04,72.46,0.00,0.00,0.00,0.04,0.00,0.00,0.04,93.29,22.2%,77.7%,0.0%,
Region IV-A,Batangas,San Pascual,Municipality,1st,15.53,19.80,1.71,37.04,11.65,5.86,23.63,41.14,78.18,0.17,148.43,15.86,0.09,0.00,0.20,0.00,0.00,16.16,242.93,32.2%,61.1%,6.7%,
Region IV-A,Batangas,Santa Teresita,Municipality,5th,0.64,2.64,0.35,3.63,2.00,0.52,2.22,4.75,8.38,0.07,70.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.78,10.6%,89.3%,0.0%,
Region IV-A,Batangas,Santo Tomas,Municipality,1st,72.01,146.65,5.62,224.28,27.21,9.95,119.90,157.06,381.35,8.50,342.94,106.29,0.00,5.27,0.63,0.00,0.00,112.19,844.98,45.1%,40.6%,13.3%,
Region IV-A,Batangas,Taal,Municipality,3rd,2.61,7.80,0.91,11.32,7.86,3.61,9.84,21.31,32.63,0.11,130.12,0.00,0.00,0.00,0.39,0.00,0.00,0.39,163.26,20.0%,79.7%,0.2%,
Region IV-A,Batangas,Talisay,Municipality,3rd,7.02,17.24,1.07,25.32,10.59,11.89,14.09,36.57,61.89,0.07,111.83,0.00,0.00,0.00,0.09,0.00,0.00,0.09,173.89,35.6%,64.3%,0.1%,
Region IV-A,Batangas,Taysan,Municipality,2nd,10.02,16.75,0.95,27.72,3.77,4.56,0.00,8.34,36.06,0.09,110.61,0.00,0.00,0.00,0.16,0.00,0.00,0.16,146.92,24.5%,75.3%,0.1%,
Region IV-A,Batangas,Tingloy,Municipality,5th,0.12,0.65,0.17,0.94,0.57,2.58,0.00,3.16,4.10,0.03,67.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.96,5.7%,94.3%,0.0%,
Region IV-A,Batangas,Tuy,Municipality,3rd,2.88,2.12,0.59,5.59,7.23,2.61,6.63,16.48,22.07,0.00,120.16,0.00,0.00,0.00,0.05,0.00,0.00,0.05,142.29,15.5%,84.5%,0.0%,
Region IV-A,Cavite,Alfonso,Municipality,1st,10.07,22.74,2.42,35.23,8.94,27.18,0.00,36.12,71.35,0.20,128.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.36,35.6%,64.3%,0.0%,
Region IV-A,Cavite,Amadeo,Municipality,4th,3.73,9.87,0.21,13.81,6.17,0.29,2.34,8.80,22.61,0.00,100.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,123.34,18.3%,81.7%,0.0%,
Region IV-A,Cavite,Carmona,Municipality,1st,41.28,386.67,5.08,433.03,48.00,15.16,34.24,97.40,530.43,6.79,199.29,2.92,0.00,0.00,0.51,0.00,0.00,3.43,739.93,71.7%,26.9%,0.5%,
Region IV-A,Cavite,Gen. Mariano Alvarez,Municipality,1st,7.45,52.74,1.85,62.04,10.57,15.69,28.75,55.01,117.04,0.00,288.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,405.48,28.9%,71.1%,0.0%,
Region IV-A,Cavite,General Emilio Aguinaldo,Municipality,5th,1.77,3.81,0.31,5.89,3.15,0.82,1.57,5.54,11.44,0.03,76.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.81,13.0%,86.9%,0.0%,
Region IV-A,Cavite,Indang,Municipality,1st,4.39,24.91,1.36,30.66,11.82,19.16,0.00,30.98,61.64,0.10,152.68,0.00,0.00,0.00,2.00,0.00,0.00,2.00,216.42,28.5%,70.5%,0.9%,
Region IV-A,Cavite,Kawit,Municipality,1st,14.47,61.41,1.57,77.45,22.18,12.68,10.37,45.22,122.67,0.00,173.39,0.00,0.00,0.00,0.68,0.00,0.00,0.68,296.74,41.3%,58.4%,0.2%,
Region IV-A,Cavite,Magallanes,Municipality,4th,1.85,1.61,0.18,3.64,2.42,14.80,0.00,17.22,20.86,0.06,82.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103.17,20.2%,79.7%,0.0%,
Region IV-A,Cavite,Maragondon,Municipality,3rd,4.42,5.70,0.59,10.72,3.43,4.61,0.00,8.04,18.76,0.08,115.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,134.46,14.0%,86.0%,0.0%,
Region IV-A,Cavite,Mendez,Municipality,4th,2.76,6.53,0.56,9.84,13.70,1.39,0.00,15.09,24.93,0.00,91.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,116.70,21.4%,78.6%,0.0%,
Region IV-A,Cavite,Naic,Municipality,1st,16.98,41.09,1.77,59.83,21.53,5.78,12.16,39.47,99.30,0.36,227.92,3.79,0.00,0.00,0.00,0.00,0.00,3.79,331.36,30.0%,68.8%,1.1%,
Region IV-A,Cavite,Noveleta,Municipality,3rd,3.70,18.96,0.82,23.48,6.87,5.82,2.77,15.46,38.94,0.00,110.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,149.73,26.0%,74.0%,0.0%,
Region IV-A,Cavite,Rosario,Municipality,1st,9.82,88.74,3.64,102.21,14.15,8.83,58.89,81.87,184.08,0.09,220.46,329.90,0.00,0.00,0.66,0.00,0.00,330.56,735.19,25.0%,30.0%,45.0%,
Region IV-A,Cavite,Silang,Municipality,1st,57.28,129.21,5.60,192.09,53.04,53.38,0.00,106.42,298.51,0.44,473.25,17.28,0.00,0.00,1.11,0.00,0.00,18.39,790.60,37.8%,59.9%,2.3%,
Region IV-A,Cavite,Tanza,Municipality,1st,24.74,75.14,2.27,102.14,38.53,14.25,19.60,72.38,174.53,0.11,418.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,593.42,29.4%,70.6%,0.0%,
Region IV-A,Cavite,Ternate,Municipality,4th,9.14,1.54,0.37,11.05,1.70,1.42,0.00,3.12,14.17,0.00,80.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94.97,14.9%,85.1%,0.0%,
